     30 taylor eventdriven productivity infrastructure
      6 in the process flow
      4 the process flow of
      4 the bill of materials
      4 enterprise service bus esb
      4 bill of materials process
      4 as shown in figure
      4 a change in state
      3 will focus on the
      3 to be able to
      3 the integration of productivity
      3 the enterprise search solution
      3 the current state of
      3 the crm and erp
      3 the complexity of pieda
      3 team site with rss
      3 target architecture for pieda
      3 shown in figure the
      3 should be able to
      3 proposal and order fulfillment
      3 productivity infrastructure and eda
      3 of the process flow
      3 of productivity infrastructure and
      3 nervous system of eda
      3 into the erp system
      3 integration of productivity infrastructure
      3 if the procurement staffer
      3 if a procurement staffer
      3 for example if the
      3 example if the procurement
      3 creating a sales proposal
      3 changes in state that
      3 an enterprise search solution
      2 work flows phone calls
      2 what was once a
      2 ways that productivity infrastructure
      2 was once a collection
      2 very least it is
      2 use of phone email
      2 umbrella term to describe
      2 to the point where
      2 to the erp system
      2 to the end user
      2 to name a few
      2 to make sure that
      2 to make a decision
      2 to get to the
      2 to develop maintain and
      2 to describe peoples and
      2 to all interested parties
      2 thinking and decision making
      2 the ways that productivity
      2 there is no way
      2 the quality of a
      2 the productivity infrastructure itself
      2 the procurement staff has
      2 the potential integration of
      2 the potential for the
      2 the potential benefits of
      2 the people involved in
      2 the often inadequate human
      2 the name of the
      2 the messaging backbone of
      2 the flavors of eda
      2 the event and optionally
      2 the erp system does
      2 the erp and crm
      2 the end of the
      2 the efficiency of the
      2 the corporate nervous system
      2 the change in state
      2 the assumption that the
      2 that productivity infrastructure empowers
      2 that makes sense to
      2 that is often implicit
      2 that he or she
      2 that certain types of
      2 that an event has
      2 term to describe peoples
      2 terms productivity infrastructure is
      2 technologies such as blogs
      2 technologies and work flows
      2 synergistic use of phone
      2 suite and googles docs
      2 such as microsofts office
      2 so on are now
      2 site with rss feed
      2 show the presence of
      2 set up its productivity
      2 sets such as microsofts
      2 services just to name
      2 searching the web creating
      2 sales proposal and order
      2 reaction to an event
      2 reactions to an event
      2 product sets such as
      2 productivity infrastructure pi is
      2 productivity infrastructure empowers the
      2 producers and event listeners
      2 prod cos current productivity
      2 prodco an edapi integration
      2 process flow of creating
      2 process flow of an
      2 process flow for creating
      2 process as well as
      2 probably be an email
      2 potential integration of eda
      2 potential benefits of edapi
      2 pi is an umbrella
      2 piece of the eda
      2 phone email internet pda
      2 phone calls emails searching
      2 pda and so on
      2 overview of productivity infrastructure
      2 order fulfillment at prodco
      2 on the ways that
      2 one kind of event
      2 once a collection of
      2 on are now merging
      2 of the job are
      2 often inadequate human link
      2 often implicit in the
      2 of product sets such
      2 of phone email internet
      2 of his or her
      2 office system ciscos voip
      2 of eda with productivity
      2 of eda and pi
      2 of changes in state
      2 of a sales proposal
      2 of an eda and
      2 now merging into a
      2 no way to keep
      2 need to be able
      2 name terms productivity infrastructure
      2 must be able to
      2 microsofts office system ciscos
      2 messaging backbone of the
      2 merging into a combined
      2 may or may not
      2 making that is often
      2 makes sense to your
      2 lotus suite and googles
      2 list of needed materials
      2 link in the eda
      2 just to name a
      2 i will use the
      2 i will focus on
      2 it need not be
      2 is to understand that
      2 is often implicit in
      2 is no way to
      2 is not an event
      2 is an umbrella term
      2 is an approach to
      2 into a combined infrastructure
      2 in the search results
      2 in the productivity infrastructure
      2 in the procurement process
      2 in the process can
      2 in the erp system
      2 in the credit card
      2 in the creation of
      2 in the case of
      2 integration of eda with
      2 integration of eda and
      2 in real time and
      2 infrastructure pi is an
      2 infrastructure empowers the human
      2 information about the procurement
      2 increasingly connected and synergistic
      2 in brand name terms
      2 inadequate human link in
      2 implicit in the process
      2 immediately to all interested
      2 if the end user
      2 i am going to
      2 human link in the
      2 he or she might
      2 he or she can
      2 have the ability to
      2 has the potential to
      2 has set up its
      2 googles docs and gmail
      2 gmail services just to
      2 function as an event
      2 functionality of product sets
      2 for the kind of
      2 for example there is
      2 for example an eda
      2 for creating a sales
      2 flows phone calls emails
      2 flow shown in figure
      2 flow of creating a
      2 flow of an eda
      2 flow for creating a
      2 event producers or publishers
      2 event listeners or consumers
      2 event and optionally take
      2 evaluate the event and
      2 erp and crm applications
      2 emails searching the web
      2 eda with productivity infrastructure
      2 eda a working systemic
      2 early examples of this
      2 docs and gmail services
      2 develop maintain and modify
      2 describe peoples and organizations
      2 definition of an event
      2 decision making that is
      2 crm and erp systems
      2 create list of needed
      2 create an architecture that
      2 could be an event
      2 cos current productivity tools
      2 corporate nervous system of
      2 connected and synergistic use
      2 combined infrastructure that drives
      2 collection of essentially siloed
      2 can be an event
      2 calls emails searching the
      2 brand name terms productivity
      2 better proposal edapi integration
      2 benefits of edapi integration
      2 backbone of the eda
      2 a working systemic definition
      2 at the very least
      2 as well as the
      2 assembling the paradigmatic eda
      2 as microsofts office system
      2 a set of business
      2 as an event producer
      2 are now merging into
      2 areas a and c
      2 area of event processing
      2 a pda and so
      2 an umbrella term to
      2 an event processor is
      2 an event has occurred
      2 an enterprise service bus
      2 an edapi integration scenario
      2 an eda is the
      2 and work flows phone
      2 and synergistic use of
      2 and so on are
      2 and quality of the
      2 and order fulfillment at
      2 and optionally take action
      2 and his or her
      2 and googles docs and
      2 and gmail services just
      2 and decision making that
      2 an architecture that is
      2 all interested parties human
      2 a great deal of
      2 a common messaging backbone
      2 a combined infrastructure that
      2 a collection of essentially
      2 a bill of materials
      2 a better proposal edapi
      1 you would be ahead
      1 you will see some
      1 you will not be
      1 you will need to
      1 you will confront the
      1 you the quality of
      1 you that i am
      1 you take out b
      1 you start to tie
      1 you specifically instruct an
      1 your window someone falls
      1 your organization though there
      1 youre up in the
      1 youre dealing with microsoft
      1 your eda where do
      1 your eda can be
      1 your development team have
      1 your card from quiet
      1 your business which disseminates
      1 your account balance will
      1 you prefer smoking or
      1 younger generation who have
      1 you might imagine based
      1 you might imagine an
      1 you might be thinking
      1 you may be able
      1 you make a credit
      1 you know why you
      1 you decided to order
      1 you can understand that
      1 you cant really switch
      1 you begin to draw
      1 you are talking about
      1 yet when the sales
      1 yet if we are
      1 yet been achieved in
      1 yes of course they
      1 yells out where am
      1 xyz data as xml
      1 x you can understand
      1 xml to a message
      1 xml messaging standards and
      1 xml messages used in
      1 xml integration is not
      1 xml bound to sip
      1 wsdl enterprise service bus
      1 wrong for wanting to
      1 wrong and either overstocks
      1 writes in an eventdriven
      1 write down the name
      1 write down a reminder
      1 would you prefer smoking
      1 would work for prodco
      1 would remain essentially siloed
      1 would provide access to
      1 would probably be an
      1 wouldnt be much need
      1 wouldnt be entirely wrong
      1 would need to take
      1 would enable even an
      1 would create an accounting
      1 would be possible to
      1 would be no reason
      1 would be exposed as
      1 would be ahead of
      1 would be accessed through
      1 worth the effort and
      1 worth it at the
      1 world of information technology
      1 world of course is
      1 world is a massive
      1 world has an email
      1 world by publishing state
      1 world but it would
      1 world and order it
      1 work with the assumption
      1 work with a definition
      1 work unless it has
      1 work under that assumption
      1 work to get more
      1 work together for a
      1 work teams in the
      1 works we must first
      1 works as a whole
      1 workplace and expects to
      1 work on specific rfqs
      1 work on documents such
      1 work of making it
      1 work off the event
      1 work is done by
      1 working in chelsea a
      1 work get their work
      1 work gets done in
      1 work for prodco lets
      1 workforce becomes more accustomed
      1 work flow step order
      1 workflow management process as
      1 workflow for document creation
      1 workflow collaboration email phone
      1 workers to be productive
      1 worker empowerment through the
      1 worked until about when
      1 worked in a large
      1 work done the better
      1 work before committing to
      1 words the cep starts
      1 words if a procurement
      1 word in the last
      1 word chelsea and the
      1 wonder why margins are
      1 wonders how mankind discovered
      1 witnessing the parallel maturing
      1 with xml messages used
      1 with time and effort
      1 with this type of
      1 with this example that
      1 with the search results
      1 with the sales rep
      1 with the potential to
      1 with the outlook email
      1 with the lowest price
      1 with their availability for
      1 with the event publishers
      1 with the edas setup
      1 with the computer networked
      1 with the comparable organizational
      1 with the cathode ray
      1 with the best of
      1 with the assumption that
      1 with the advent and
      1 with sourcing decisions and
      1 with sap applications or
      1 with rss feeds and
      1 with rss feed and
      1 with relevant stakeholders able
      1 with real time or
      1 with procurement and which
      1 with pi we should
      1 with pieda you are
      1 without tight integration with
      1 without this integration the
      1 without the user having
      1 without the receivers of
      1 without the messiness and
      1 without the assistance of
      1 without the ability to
      1 without requiring time consuming
      1 without realizing that their
      1 without leaving the erp
      1 without integration of the
      1 without imposing an undue
      1 without having to look
      1 without event processors brings
      1 without choking the team
      1 without any human involvement
      1 with our example imagine
      1 with others such as
      1 with others in a
      1 with other antifraud staffers
      1 with one another either
      1 with one another as
      1 with microsoft sharepoint and
      1 with messaging infrastructure is
      1 with many onerous administrative
      1 with making business decisions
      1 with less expenditure of
      1 with its productivity infrastructure
      1 with its own builtin
      1 with its eda so
      1 with its eda is
      1 within unstructured data environments
      1 within prodco i will
      1 within edas themselves there
      1 with individuals throughout the
      1 within a tight time
      1 within applications databases as
      1 with eda corporate systems
      1 with custom development they
      1 with bureaucracy is a
      1 with a very stripped
      1 with a superior who
      1 with a sense of
      1 with areas a and
      1 with apis and development
      1 with another stakeholder the
      1 with an advanced eda
      1 with all the federation
      1 with a definition of
      1 wise people wouldnt be
      1 wise people might declare
      1 wise and forwardlooking prodco
      1 wireframe mockup of a
      1 window someone falls asleep
      1 will work with the
      1 will work under that
      1 will use the example
      1 will use the case
      1 will use as the
      1 will the state of
      1 will take the end
      1 will take more than
      1 will take a quick
      1 will see some exciting
      1 will realize that this
      1 will proceed with the
      1 will only be as
      1 will not serve its
      1 will not be able
      1 will need to keep
      1 will look at the
      1 will it take to
      1 will have to figure
      1 will have to be
      1 will happen without any
      1 will get into more
      1 will find a handsome
      1 will explore the potential
      1 will examine the potential
      1 will continue to develop
      1 will contain the basic
      1 will consistently solve the
      1 will confront the fact
      1 will change as you
      1 will be loose or
      1 will be less than
      1 will be in productivity
      1 will be a major
      1 will automatically contain data
      1 will also be built
      1 will also assign this
      1 will allow them to
      1 wildly more complex in
      1 wikis that publish up
      1 wikis mysites and social
      1 wikis as well as
      1 wiki or blog that
      1 widely from automated application
      1 why margins are low
      1 who were called upon
      1 who understands all the
      1 who they report to
      1 whose product life is
      1 whose event listeners can
      1 who sees all the
      1 who may know the
      1 who makes the wrong
      1 wholly or partly human
      1 wholly new and do
      1 whole taking in signal
      1 whole process could be
      1 whole intent of the
      1 who knows that one
      1 who is out to
      1 who in turn input
      1 who have known nothing
      1 who has worked in
      1 who has contributed to
      1 who doesnt have any
      1 who create documents and
      1 who could make the
      1 who are appropriate for
      1 while this statement could
      1 while these wise people
      1 while the dev team
      1 while it may or
      1 while finance and production
      1 while a computer can
      1 which vendors get to
      1 which usually undergoes its
      1 which touches on an
      1 which they want to
      1 which the economist replies
      1 which starts an instant
      1 which serves many purposes
      1 which section would you
      1 which read through documents
      1 which people interact with
      1 which needs a certain
      1 which melted in transit
      1 which may become a
      1 which links workflow collaboration
      1 which is truly at
      1 which is to be
      1 which is shown in
      1 which is published by
      1 which is listened to
      1 which is known as
      1 which is an increasingly
      1 which in turn publishes
      1 which in turn processes
      1 which inputs temperature information
      1 which in a sense
      1 which ill call prodco
      1 which have one area
      1 which have been the
      1 which function to indicate
      1 which enables the ability
      1 which disseminates immediately to
      1 which crawls repositories of
      1 which can result in
      1 which can flow in
      1 which can be traced
      1 which are unpredictable in
      1 which are essentially useless
      1 which activates the furnace
      1 whether youre dealing with
      1 whether to escalate a
      1 whether to buy or
      1 whether specific people or
      1 wherever the eda needs
      1 where the rfq can
      1 where there is a
      1 where the procurement staff
      1 where the inefficiency of
      1 where the event reaction
      1 where the crm and
      1 where the corporate nervous
      1 where the complexity of
      1 where state changes noticed
      1 where someone is trying
      1 where proposal templates and
      1 where lost knowledge lack
      1 where it compromises the
      1 wherein the erp system
      1 wherein certain queries are
      1 where he wonders how
      1 where executives can sign
      1 where edapi integration can
      1 where do you begin
      1 where decision making can
      1 where a person gets
      1 where am i to
      1 where a guy wants
      1 when we are hot
      1 when user initiates createim
      1 when undertaking a project
      1 when the telephone started
      1 when the sales team
      1 when the process reaches
      1 when the order goes
      1 when the nikkei hits
      1 when the bill of
      1 when suddenly a horse
      1 when it is observed
      1 whenever the balance value
      1 when designing an eda
      1 when certain criteria are
      1 when an order is
      1 when a customer makes
      1 what will it take
      1 what we mean by
      1 what this looks like
      1 what they know about
      1 what they are looking
      1 what they are listening
      1 what the states mean
      1 what the right reaction
      1 what their priorities are
      1 what the event is
      1 what the eda requires
      1 what problems does prodco
      1 what he is looking
      1 what has already been
      1 what an event can
      1 what an eda actually
      1 we will work under
      1 we will realize that
      1 we will look at
      1 we will get into
      1 we will focus on
      1 we will also assign
      1 we still dead end
      1 we should think about
      1 we see the promotion
      1 we see how productivity
      1 were sitting in the
      1 were just one person
      1 were implemented the bill
      1 were going to be
      1 were fed information about
      1 were coded into the
      1 were called upon to
      1 we progress we will
      1 we often find its
      1 we must first understand
      1 we must first have
      1 we might see an
      1 we mean by an
      1 well on their own
      1 wellmanaged procurement team could
      1 well just about everything
      1 well informed the process
      1 welldocumented decision processes that
      1 well as the matchup
      1 well as the authors
      1 well as other groups
      1 well as links to
      1 well as invoicing and
      1 well as documents that
      1 well as communicating with
      1 well as a range
      1 well a few that
      1 weighs in with sourcing
      1 we have not accomplished
      1 we have explored which
      1 we have an event
      1 we go through the
      1 we can see that
      1 we can now add
      1 we can get to
      1 web services uddi wsdl
      1 web services through the
      1 web services publishes that
      1 web services on applications
      1 web services enabled in
      1 web services checkinv check
      1 web services can be
      1 web services as well
      1 web services and email
      1 web service publishes the
      1 web service is activated
      1 web meeting or conference
      1 web creating documents using
      1 web conferencing that facilitates
      1 weather that would enable
      1 we are witnessing the
      1 we are realistic and
      1 we are hot or
      1 we are dealing here
      1 we are considering integrating
      1 we are at the
      1 we are approach pieda
      1 wcf java message service
      1 way work gets done
      1 way to share information
      1 way to seamlessly import
      1 way to keep track
      1 way to keep this
      1 way to hold a
      1 way to answer the
      1 way to achieve connections
      1 way that does not
      1 ways in which people
      1 way of standard language
      1 way of getting it
      1 way if a procurement
      1 waters the good news
      1 wasting of time ranks
      1 was the flight operations
      1 waste time managing and
      1 was later determined to
      1 was easily a simple
      1 was created for the
      1 was authored by a
      1 warning value than from
      1 warning value changes and
      1 warning based on an
      1 w are going to
      1 want to buy us
      1 want the opportunity to
      1 wants to make a
      1 wants to create a
      1 wants to be seated
      1 wanting to avoid the
      1 walk through one specific
      1 wait a minute he
      1 voip technology speeds up
      1 voip and corporate im
      1 vision than a reality
      1 vision of edapi integration
      1 visibility into the issue
      1 virtually impossible to realize
      1 virtually every sizable business
      1 virtually anything can be
      1 view the quality of
      1 view the hierarchy effect
      1 view of his or
      1 via the event listeners
      1 very well informed the
      1 very stripped down paradigm
      1 very start of the
      1 very new area and
      1 very much part of
      1 very least get a
      1 version of the enterprise
      1 version because it now
      1 venture capitalists might find
      1 vendor using group knowledge
      1 vendors with the lowest
      1 vendors through email or
      1 vendors though is a
      1 vendors is still either
      1 vendors get to bid
      1 vendors for example might
      1 vendor selection right away
      1 vendor selection quickly due
      1 vendor selection process is
